age,workclass,marital_status,race
39.5600466852956,Private-h1,Married-h1,White-h1
34.58967056181261,Private-h1,Single,Non-White
35.98342901517682,Self-employed,Married-h1,White-h1
39.80382655551022,Private-h1,Married-h1,White-h1
29.6184318197358,Private-h1,Single,Non-White
21.017338413049806,Private-h1,Single,White-h1
27.35213623917691,Private-h1,Widowhood,Non-White
34.870956834132386,government department,Single,White-h1
52.21217258143539,Self-employed,Married-h1,White-h1
44.61461352474939,Private-h1,Single,White-h1
42.682611918622996,Private-h1,Married-h1,White-h1
27.211998504468653,Private-h1,Single,White-h1
33.29069763545553,Private-h1,Married-h1,White-h1
32.82011150686107,Self-employed,Single,Non-White
21.981589973888088,Private-h1,Single,White-h1
20.354199023813518,Private-h1,Single,White-h1
28.972934268131475,Private-h1,Single,White-h1
35.087467448731125,Self-employed,Married-h1,White-h1
34.97341706193475,Private-h1,Single,White-h1
57.85652146543574,Private-h1,Single,White-h1
35.81232191321146,government department,Single,White-h1
39.341169297206015,government department,Single,White-h1
46.6108019560288,Private-h1,Married-h1,White-h1
27.455118766948186,Self-employed,Married-h1,White-h1
35.02124822537309,Private-h1,Married-h1,White-h1
32.708476355638034,Private-h1,Married-h1,White-h1
52.87233070270324,Private-h1,Married-h1,White-h1
20.882449561770517,Private-h1,Married-h1,Non-White
35.50911239168363,government department,Single,White-h1
63.528078683173135,Private-h1,Single,White-h1
45.51070979224715,Self-employed,Married-h1,White-h1
19.009992331704442,Private-h1,Single,White-h1
28.41033280350698,Private-h1,Single,White-h1
34.92202644729869,Private-h1,Married-h1,White-h1
35.741302125262436,Private-h1,Single,Non-White
27.870935528270255,Private-h1,Single,White-h1
28.022664874183505,Private-h1,Single,White-h1
27.154061319052392,Private-h1,Married-h1,White-h1
32.6613393460903,government department,Married-h1,White-h1
59.97277963483757,Private-h1,Widowhood,White-h1
37.10918030211721,Private-h1,Married-h1,White-h1
37.83430078062049,Private-h1,Single,White-h1
57.069465133685554,Private-h1,Married-h1,White-h1
57.23643133926068,Private-h1,Single,White-h1
31.082987421585482,Private-h1,Married-h1,Non-White
26.821652017776813,Private-h1,Married-h1,White-h1
27.31131333979808,Private-h1,Single,Non-White
48.299561563523255,government department,Married-h1,White-h1
42.13622243803478,Private-h1,Single,White-h1
20.731754019252865,Private-h1,Single,White-h1
31.130512991874348,Private-h1,Married-h1,White-h1
34.17797969414324,Self-employed,Single,White-h1
45.01351709670574,Self-employed,Married-h1,White-h1
51.9644089058651,government department,Single,Non-White
42.53039976950644,government department,Married-h1,White-h1
20.939122372871047,government department,Single,Non-White
42.164864987241195,Private-h1,Single,White-h1
36.41802164914878,Private-h1,Single,White-h1
72.91971775304224,Private-h1,Single,White-h1
38.69031891277352,government department,Single,White-h1
35.42695519274334,Private-h1,Single,White-h1
20.857207090008018,Private-h1,Single,White-h1
31.72184284426499,government department,Single,White-h1
20.00936578914597,Private-h1,Single,Non-White
49.44781734152714,Self-employed,Married-h1,Non-White
64.23164780770493,Self-employed,Married-h1,White-h1
41.440702509700536,Private-h1,Married-h1,White-h1
55.24338698787525,Private-h1,Married-h1,White-h1
28.34627950315595,Private-h1,Single,White-h1
66.61221968193546,Private-h1,Married-h1,White-h1
17.64367792862231,Private-h1,Single,White-h1
65.69932120280635,government department,Married-h1,White-h1
31.59687775512918,Self-employed,Single,White-h1
32.02576081666132,Private-h1,Married-h1,White-h1
27.716015587634374,Private-h1,Single,White-h1
54.41638351560293,government department,Married-h1,White-h1
29.324176546427314,Private-h1,Married-h1,White-h1
20.349985895195633,Private-h1,Single,White-h1
50.40358158499043,Self-employed,Married-h1,White-h1
48.26119535869806,government department,Married-h1,White-h1
36.365893563709804,Private-h1,Married-h1,Non-White
21.797193687413355,Private-h1,Single,White-h1
43.08864058216799,Private-h1,Married-h1,White-h1
57.833205362415285,government department,Married-h1,White-h1
48.66492003078399,Private-h1,Single,White-h1
26.472375388946006,Private-h1,Single,White-h1
21.107415024978234,Private-h1,Single,White-h1
28.353967879178548,Private-h1,Single,White-h1
27.345858668890884,Private-h1,Married-h1,Non-White
30.76553670115223,Private-h1,Married-h1,White-h1
41.38760321218676,Private-h1,Married-h1,White-h1
40.55866650367356,government department,Single,White-h1
43.088236618865515,Private-h1,Married-h1,White-h1
43.19159729242911,Self-employed,Single,White-h1
27.34117496950885,Private-h1,Married-h1,White-h1
47.22550197433397,Self-employed,Married-h1,White-h1
48.95425396768354,Private-h1,Married-h1,White-h1
38.326197817877066,government department,Married-h1,White-h1
20.116113018802636,government department,Single,White-h1
48.550746161416356,government department,Married-h1,White-h1
49.29312463697586,Private-h1,Married-h1,Non-White
43.15972212883627,Private-h1,Married-h1,White-h1
40.868950076247316,Private-h1,Married-h1,White-h1
27.51921643295688,Private-h1,Single,White-h1
28.559477903678097,Self-employed,Married-h1,White-h1
29.81067629456879,government department,Single,White-h1
27.74768213964347,Private-h1,Married-h1,White-h1
30.471228152534945,Private-h1,Single,White-h1
49.36797391743887,government department,Married-h1,White-h1
26.14463369023447,Private-h1,Single,White-h1
32.15520188661074,Private-h1,Married-h1,White-h1
27.699091773104815,Private-h1,Single,White-h1
56.57681595794947,Private-h1,Single,Non-White
47.51578239176967,government department,Married-h1,White-h1
34.81999748425574,Private-h1,Widowhood,White-h1
26.130638389064696,Private-h1,Single,White-h1
20.560075397746015,government department,Single,White-h1
43.387536038146024,government department,Single,White-h1
34.22300662955346,Self-employed,Married-h1,White-h1
48.36077873431162,government department,Married-h1,White-h1
28.00136644310248,government department,Single,White-h1
43.82876993290434,Private-h1,Widowhood,White-h1
41.70719795410045,Private-h1,Single,Non-White
41.55881776935463,government department,Married-h1,White-h1
35.06948975431966,Private-h1,Married-h1,White-h1
14.234301080097495,Private-h1,Single,White-h1
58.71584667775866,Self-employed,Married-h1,White-h1
52.052412467219604,Private-h1,Married-h1,White-h1
36.354327186826026,Private-h1,Married-h1,White-h1
34.8782024977235,Private-h1,Married-h1,White-h1
42.38011124917993,Private-h1,Single,White-h1
57.16181566427226,Private-h1,Married-h1,White-h1
50.03677022133531,Private-h1,Married-h1,White-h1
27.69315825683699,Private-h1,Single,White-h1
22.26825005481249,Private-h1,Married-h1,White-h1
58.37260667546858,Self-employed,Widowhood,White-h1
18.190164873476746,Private-h1,Single,White-h1
58.891734312286104,Private-h1,Single,White-h1
32.60384180865574,Private-h1,Married-h1,White-h1
37.77751541074196,Private-h1,Married-h1,White-h1
56.13758492272953,Private-h1,Married-h1,White-h1
57.95324048878846,Private-h1,Married-h1,Non-White
36.98237626663181,Private-h1,Married-h1,White-h1
36.146228173441635,Private-h1,Married-h1,White-h1
29.53105308340559,Private-h1,Single,White-h1
22.104525593231855,Private-h1,Single,White-h1
65.12070444131305,Private-h1,Single,White-h1
36.90072608043719,government department,Single,White-h1
55.194476951911234,Private-h1,Widowhood,White-h1
45.381162640616665,Private-h1,Single,White-h1
20.914336178439598,government department,Single,White-h1
26.700091715478262,Private-h1,Single,White-h1
86.10611173791082,Private-h1,Married-h1,White-h1
53.223291909840654,government department,Single,White-h1
52.544978134850744,government department,Married-h1,White-h1
35.980427124910385,Private-h1,Single,White-h1
35.3814036583171,government department,Single,White-h1
15.390214504728206,Private-h1,Married-h1,Non-White
33.17724099005236,Private-h1,Single,White-h1
48.783780595990955,Private-h1,Married-h1,White-h1
37.02276123262493,Private-h1,Married-h1,White-h1
35.44143560105748,Private-h1,Single,White-h1
35.927773699741365,Private-h1,Married-h1,White-h1
45.76501177176377,Private-h1,Married-h1,White-h1
36.17439518899844,government department,Married-h1,White-h1
15.688253220187239,Private-h1,Married-h1,White-h1
28.74650781237528,Private-h1,Single,White-h1
41.84057714422788,Self-employed,Married-h1,White-h1
26.560254638195232,Private-h1,Married-h1,White-h1
58.74858699227272,Private-h1,Single,White-h1
49.90430253734036,Self-employed,Married-h1,White-h1
41.834863803935505,Private-h1,Married-h1,White-h1
35.40812877842598,Self-employed,Married-h1,White-h1
22.237159780646895,Private-h1,Single,White-h1
43.69588473897255,Self-employed,Married-h1,Non-White
70.32660849832543,Self-employed,Married-h1,White-h1
16.895765045245465,Private-h1,Single,White-h1
36.977459768657035,government department,Single,White-h1
26.743237684140077,Private-h1,Married-h1,White-h1
17.586594498961432,government department,Single,Non-White
35.021947852965845,Private-h1,Single,Non-White
37.49606180320786,government department,Married-h1,White-h1
34.68704330001058,government department,Single,White-h1
19.943299524188532,Private-h1,Single,White-h1
43.73447952353958,Private-h1,Single,White-h1
51.39533315489088,government department,Married-h1,White-h1
55.282395845707505,government department,Married-h1,White-h1
27.62442284067625,Private-h1,Married-h1,White-h1
42.76243156760786,Private-h1,Single,White-h1
19.760906646942335,Private-h1,Single,Non-White
27.58630766872227,Private-h1,Married-h1,Non-White
20.939899865815267,Private-h1,Single,White-h1
36.42031123484068,Private-h1,Married-h1,White-h1
35.34346053707545,Self-employed,Married-h1,White-h1
36.54376084720731,Private-h1,Married-h1,White-h1
63.67422006070905,Private-h1,Married-h1,White-h1
39.97472925054237,Self-employed,Married-h1,White-h1
32.6096797785369,Private-h1,Married-h1,White-h1
19.534450519512557,Private-h1,Single,White-h1
25.77694828711786,Private-h1,Married-h1,Non-White
42.37413346514012,Private-h1,Single,White-h1
45.90266640007115,Private-h1,Married-h1,White-h1
33.58884998333124,Private-h1,Married-h1,White-h1
56.275970214078015,Private-h1,Single,White-h1
42.544873439610306,Private-h1,Married-h1,Non-White
42.911049435933606,Private-h1,Married-h1,White-h1
27.902420990720923,Private-h1,Married-h1,White-h1
40.151815045412455,Self-employed,Married-h1,White-h1
50.31711922690365,Private-h1,Married-h1,White-h1
59.050582808485764,Self-employed,Widowhood,Non-White
34.66097814163492,Private-h1,Single,White-h1
44.74069153636981,Private-h1,Single,White-h1
34.93579111092795,Private-h1,Married-h1,White-h1
21.96761934083344,Private-h1,Single,White-h1
51.024921271373344,government department,Married-h1,White-h1
32.94317310354101,Private-h1,Married-h1,Non-White
42.966023095035816,Private-h1,Single,Non-White
36.052511659508816,Private-h1,Single,White-h1
16.602725456702814,Self-employed,Single,White-h1
27.053054467282674,Private-h1,Single,White-h1
29.011823573294535,Private-h1,Married-h1,White-h1
35.49978476449696,Private-h1,Married-h1,White-h1
36.750361316528725,Private-h1,Married-h1,White-h1
34.60302804278289,Self-employed,Single,White-h1
50.83145725355847,Private-h1,Married-h1,White-h1
45.21904882952583,Self-employed,Married-h1,White-h1
18.86161523637362,Private-h1,Single,White-h1
50.64157355237613,government department,Married-h1,White-h1
42.17481714112545,Private-h1,Married-h1,White-h1
65.6916843001007,Self-employed,Married-h1,White-h1
65.51503342441407,Private-h1,Married-h1,White-h1
33.61955122484711,Private-h1,Married-h1,Non-White
45.19197033067959,Private-h1,Single,White-h1
18.25092390217582,Private-h1,Single,White-h1
20.096851518937758,government department,Single,White-h1
50.397030211235474,Private-h1,Married-h1,White-h1
39.46706440158603,Private-h1,Single,White-h1
35.23041005503716,Private-h1,Married-h1,Non-White
66.43468082224466,Private-h1,Married-h1,Non-White
29.217677302249577,Private-h1,Single,White-h1
42.314766870849766,Self-employed,Married-h1,Non-White
66.19771418578277,Private-h1,Single,White-h1
21.397902964398586,Private-h1,Married-h1,White-h1
39.727931891925095,Private-h1,Single,White-h1
34.699208421235326,Private-h1,Married-h1,Non-White
33.93850221514592,government department,Single,White-h1
22.24296055211827,Private-h1,Single,White-h1
45.759664773036256,Self-employed,Married-h1,White-h1
41.133262576076696,Private-h1,Single,White-h1
44.786553647949056,Private-h1,Single,White-h1
35.53868709501301,Private-h1,Married-h1,White-h1
29.307381345942968,Private-h1,Single,White-h1
58.79604602703102,Private-h1,Married-h1,White-h1
58.24403443925437,Private-h1,Single,Non-White
33.77372334414303,Private-h1,Married-h1,White-h1
21.36675553991243,Private-h1,Single,White-h1
54.810516793496355,Private-h1,Married-h1,White-h1
34.765677905642036,Self-employed,Married-h1,White-h1
41.63580897093747,Private-h1,Married-h1,Non-White
29.268773488816827,Private-h1,Single,White-h1
38.56335623661671,Private-h1,Single,White-h1
21.98691919411821,Private-h1,Single,White-h1
27.94234559127732,Private-h1,Married-h1,Non-White
30.22911351909636,Private-h1,Married-h1,White-h1
74.40795524930641,Private-h1,Married-h1,White-h1
42.03168419746475,Private-h1,Married-h1,White-h1
28.658601348747,Private-h1,Married-h1,White-h1
58.25514510302186,Private-h1,Married-h1,White-h1
51.37737461402565,Private-h1,Single,White-h1
20.93450107290998,Private-h1,Single,White-h1
19.196855376215574,Private-h1,Single,White-h1
79.75407690688846,Self-employed,Married-h1,White-h1
20.057259596107638,Private-h1,Single,Non-White
60.1174984560542,Self-employed,Married-h1,White-h1
26.082366761039523,Private-h1,Married-h1,White-h1
32.49263166065493,Private-h1,Married-h1,White-h1
27.374379252322715,Private-h1,Single,White-h1
41.454605264380916,Private-h1,Married-h1,White-h1
47.35924635365143,Private-h1,Single,White-h1
30.07170200093973,Private-h1,Single,White-h1
20.596214517859217,Private-h1,Single,Non-White
20.329297455551817,Private-h1,Married-h1,White-h1
44.78966588441428,Private-h1,Married-h1,White-h1
46.61279373697334,Private-h1,Married-h1,White-h1
60.13585766335859,Private-h1,Widowhood,Non-White
41.683662844287134,Private-h1,Widowhood,White-h1
27.312714898321552,Private-h1,Single,White-h1
43.54178463595879,Private-h1,Single,White-h1
34.75685323462113,Private-h1,Married-h1,White-h1
42.06971712250232,Private-h1,Married-h1,Non-White
30.79302519313286,Self-employed,Married-h1,White-h1
57.73751851833615,Self-employed,Married-h1,White-h1
44.67855606721616,Self-employed,Married-h1,White-h1
33.8968603302333,Self-employed,Married-h1,White-h1
27.87503473448682,Self-employed,Married-h1,White-h1
62.118210056041065,government department,Widowhood,White-h1
59.10116762395597,Self-employed,Married-h1,White-h1
35.866480024980866,Private-h1,Married-h1,Non-White
15.55710736868161,Private-h1,Single,White-h1
45.12600712327905,Private-h1,Single,White-h1
42.24245542195412,Private-h1,Married-h1,White-h1
36.18061494108403,government department,Married-h1,Non-White
64.86539226589682,Private-h1,Single,White-h1
21.07335744132414,Private-h1,Single,White-h1
30.292229341021233,Private-h1,Single,White-h1
44.27948487307765,Private-h1,Married-h1,White-h1
57.10296557636515,government department,Single,White-h1
87.87827791377067,Private-h1,Married-h1,White-h1
29.175357660996205,Private-h1,Single,White-h1
46.27691107596559,Private-h1,Married-h1,White-h1
35.09089504346966,Private-h1,Single,Non-White
55.968482072611074,Self-employed,Married-h1,White-h1
58.0995518487428,Private-h1,Married-h1,White-h1
38.673492895790616,Self-employed,Single,White-h1
50.82966510536426,Self-employed,Married-h1,White-h1
50.209895995118046,Private-h1,Married-h1,White-h1
42.20542760148873,Self-employed,Married-h1,White-h1
47.465996137009796,Private-h1,Married-h1,White-h1
21.681539576307046,Private-h1,Single,White-h1
20.074599687880408,Private-h1,Married-h1,Non-White
37.15189983743046,Private-h1,Married-h1,White-h1
34.6044118024892,Private-h1,Married-h1,White-h1
39.38040920511166,Private-h1,Single,White-h1
28.13455794111657,Private-h1,Married-h1,White-h1
20.48406149016444,Private-h1,Single,Non-White
52.47992455524181,Private-h1,Married-h1,Non-White
25.80456259387604,Private-h1,Married-h1,Non-White
17.253037428149135,Private-h1,Single,White-h1
42.69212613356042,Private-h1,Married-h1,White-h1
48.852826517833236,Private-h1,Married-h1,White-h1
25.360823634371684,Private-h1,Married-h1,White-h1
55.27689379192246,Self-employed,Married-h1,White-h1
49.641596589005616,Self-employed,Single,White-h1
27.613898840395738,Private-h1,Single,White-h1
34.394011890815364,Private-h1,Single,White-h1
42.999099633169074,Private-h1,Married-h1,White-h1
54.41253675324221,Private-h1,Married-h1,White-h1
31.766061259266372,Private-h1,Single,White-h1
50.57531785997526,Private-h1,Married-h1,White-h1
35.45617753995464,Private-h1,Married-h1,White-h1
27.78675346481779,Self-employed,Single,White-h1
12.66722464085641,Private-h1,Single,White-h1
36.08613501241677,Private-h1,Single,White-h1
33.2039902937541,Private-h1,Single,White-h1
42.147911644677244,government department,Single,White-h1
58.463543952394765,Private-h1,Married-h1,White-h1
56.40142924800124,Private-h1,Married-h1,Non-White
34.63245374156607,Private-h1,Single,Non-White
39.99315910705935,Private-h1,Widowhood,White-h1
58.153895915425636,Private-h1,Married-h1,White-h1
22.114616660506258,Private-h1,Single,White-h1
35.97708350913487,Self-employed,Married-h1,White-h1
42.92405647725993,Private-h1,Married-h1,White-h1
27.88797477072774,Private-h1,Married-h1,White-h1
51.03205813445244,Self-employed,Married-h1,White-h1
29.575988305766064,Private-h1,Married-h1,White-h1
35.57451491676944,Private-h1,Married-h1,White-h1
44.1287556595426,Private-h1,Married-h1,White-h1
48.67577843906302,Private-h1,Married-h1,White-h1
40.689045495271394,Private-h1,Married-h1,White-h1
43.353112077015155,government department,Married-h1,White-h1
42.19744831910716,Private-h1,Married-h1,White-h1
26.392552789657078,Private-h1,Single,White-h1
27.585888606042765,government department,Married-h1,White-h1
31.312104383524336,Private-h1,Married-h1,Non-White
21.6187030553274,Private-h1,Single,White-h1
28.00006106225615,Private-h1,Married-h1,White-h1
21.21019913936888,Private-h1,Single,White-h1
59.60880065595837,Private-h1,Married-h1,White-h1
29.521533357126305,Private-h1,Single,Non-White
21.00292745581042,Private-h1,Single,White-h1
40.78860605386247,Private-h1,Single,White-h1
29.95619189638635,government department,Single,Non-White
20.127443902999776,Private-h1,Married-h1,White-h1
32.633099050732845,Private-h1,Single,Non-White
27.607306080957013,Private-h1,Single,White-h1
59.861475070357955,Private-h1,Single,Non-White
39.5675476520246,Private-h1,Married-h1,White-h1
29.57114862608695,Private-h1,Single,White-h1
33.821725837824744,Private-h1,Single,White-h1
49.32774526270186,Private-h1,Widowhood,White-h1
23.75631638398688,Private-h1,Single,White-h1
74.50010823843668,Private-h1,Widowhood,White-h1
17.64177656515878,Private-h1,Single,White-h1
27.798493689932595,Private-h1,Married-h1,White-h1
31.403585863792728,government department,Single,White-h1
42.20097599376336,Private-h1,Married-h1,White-h1
23.143445152679156,Private-h1,Married-h1,White-h1
22.338898601932765,Private-h1,Single,White-h1
35.47274603591796,Self-employed,Married-h1,White-h1
45.044325906906714,government department,Married-h1,White-h1
36.977123903096896,Private-h1,Single,White-h1
44.80349555058022,Private-h1,Married-h1,Non-White
30.239538777415216,Private-h1,Married-h1,White-h1
48.67484123170602,Private-h1,Married-h1,Non-White
48.582420106944575,Private-h1,Single,Non-White
30.78240831677752,government department,Single,Non-White
56.18715585637805,Private-h1,Married-h1,White-h1
49.15611607806073,Private-h1,Married-h1,White-h1
34.805585180537136,Self-employed,Married-h1,Non-White
52.23554855445211,Private-h1,Married-h1,White-h1
57.13165967158319,Private-h1,Married-h1,White-h1
37.409434183011875,Private-h1,Married-h1,White-h1
25.767553719646738,Private-h1,Single,White-h1
21.22012323210764,Private-h1,Single,White-h1
19.975083275251233,Private-h1,Single,White-h1
41.9338354499588,Self-employed,Married-h1,White-h1
20.431381181437278,Self-employed,Single,White-h1
29.696878430887356,Private-h1,Single,Non-White
74.73595422042942,government department,Widowhood,White-h1
65.06741244968018,Private-h1,Married-h1,White-h1
58.84503796885332,Private-h1,Single,White-h1
37.003500882233894,Private-h1,Married-h1,White-h1
47.05253063412386,Private-h1,Single,White-h1
35.252303645772145,Private-h1,Married-h1,Non-White
34.72489273674816,Private-h1,Single,White-h1
33.38351011986226,Private-h1,Married-h1,White-h1
27.80173332621954,Private-h1,Single,White-h1
58.60736936752217,Private-h1,Married-h1,White-h1
19.494710615057162,Private-h1,Single,White-h1
58.16767460064633,Self-employed,Married-h1,White-h1
21.27604780106613,government department,Single,White-h1
26.7663442183961,government department,Married-h1,White-h1
31.427739180964707,Private-h1,Married-h1,White-h1
35.305431090837814,government department,Single,White-h1
26.123164276795585,Private-h1,Single,White-h1
21.75017868907337,Private-h1,Married-h1,White-h1
20.30452559019884,Private-h1,Single,White-h1
41.018848680476644,Self-employed,Married-h1,White-h1
65.9525008616961,Private-h1,Single,White-h1
63.189278895191,Self-employed,Single,White-h1
37.21196910452692,Private-h1,Single,White-h1
41.335347340832016,Private-h1,Married-h1,White-h1
34.18905326142194,Private-h1,Married-h1,White-h1
57.9398413878049,Self-employed,Married-h1,White-h1
29.9010572384569,government department,Single,White-h1
52.97912889905452,Private-h1,Single,White-h1
19.67932453921402,government department,Single,White-h1
27.056063522561963,Private-h1,Single,White-h1
49.02424912758706,government department,Married-h1,Non-White
39.41026129926037,Private-h1,Married-h1,White-h1
35.95223876071232,Private-h1,Single,White-h1
27.951337513799587,Private-h1,Single,White-h1
31.080487877941927,Private-h1,Single,White-h1
19.99443743143271,Private-h1,Single,Non-White
24.691827206171183,Private-h1,Single,White-h1
27.467322104173864,Private-h1,Widowhood,White-h1
35.616220081607,Private-h1,Married-h1,White-h1
34.88855280393426,Private-h1,Single,Non-White
46.42697806867046,Private-h1,Married-h1,Non-White
35.26002076344039,Self-employed,Married-h1,White-h1
24.860065968412428,Private-h1,Single,White-h1
65.40288358045318,Private-h1,Married-h1,White-h1
46.99756771384507,Private-h1,Single,White-h1
22.052127498835873,Self-employed,Single,Non-White
30.02574074229582,Private-h1,Married-h1,White-h1
43.9980551110569,Private-h1,Married-h1,White-h1
49.07490732244463,Self-employed,Single,White-h1
48.32921118719544,Private-h1,Single,White-h1
20.49576644411694,government department,Single,White-h1
34.93498543564497,government department,Married-h1,White-h1
61.275866648346835,Private-h1,Single,White-h1
40.033480972361716,Private-h1,Married-h1,White-h1
64.94431927964368,Private-h1,Married-h1,White-h1
23.480354501071616,Private-h1,Single,White-h1
68.50715308865851,Private-h1,Married-h1,White-h1
54.51837228212538,Self-employed,Married-h1,White-h1
27.679982297500924,Private-h1,Married-h1,White-h1
41.702817365368354,government department,Single,White-h1
33.091064880076914,Private-h1,Married-h1,White-h1
18.894797582907362,Private-h1,Single,White-h1
52.01014693273979,government department,Married-h1,White-h1
26.554752341146635,Private-h1,Single,Non-White
34.684529225849694,government department,Married-h1,White-h1
26.69318184348448,Private-h1,Single,White-h1
48.56993764007926,Private-h1,Single,White-h1
58.04807887921693,Private-h1,Married-h1,White-h1
11.698697109700113,Private-h1,Single,White-h1
18.349058755399263,Private-h1,Married-h1,White-h1
23.79413588871475,Private-h1,Single,White-h1
34.78804001444237,Private-h1,Married-h1,White-h1
43.42243915975735,Private-h1,Married-h1,White-h1
27.527268781546294,government department,Single,White-h1
40.47796305168925,government department,Single,White-h1
71.04440596608676,Private-h1,Married-h1,White-h1
35.428717769759075,Private-h1,Married-h1,White-h1
48.1633064108268,government department,Married-h1,White-h1
32.37980775421038,Self-employed,Single,White-h1
35.012052241664875,Private-h1,Widowhood,White-h1
34.10784125279668,Private-h1,Married-h1,White-h1
13.281974860292191,Private-h1,Single,White-h1
28.857616420615763,Private-h1,Single,White-h1
37.16827944657143,Private-h1,Married-h1,White-h1
18.975487729835063,Private-h1,Single,White-h1
27.03667100038597,Private-h1,Single,White-h1
20.807856681638157,Private-h1,Single,White-h1
35.396494302053576,Private-h1,Married-h1,White-h1
32.16806642737362,Private-h1,Married-h1,White-h1
56.67237534973832,Private-h1,Married-h1,White-h1
37.66236024602745,government department,Widowhood,White-h1
39.89174675573764,Private-h1,Married-h1,White-h1
36.307699217537966,Private-h1,Married-h1,White-h1
29.894250247748815,Private-h1,Married-h1,White-h1
42.91022217557626,Private-h1,Single,White-h1
28.322953215908488,Private-h1,Married-h1,White-h1
32.62650047923148,Private-h1,Married-h1,White-h1
27.421478632668105,Private-h1,Married-h1,White-h1
27.234051977110934,Private-h1,Single,White-h1
42.37564632746212,Self-employed,Married-h1,White-h1
40.33740522890328,Private-h1,Married-h1,White-h1
37.54201585432708,Private-h1,Married-h1,White-h1
21.946465208523357,Private-h1,Single,White-h1
43.70762393675208,government department,Married-h1,White-h1
20.690818295766665,Private-h1,Single,White-h1
45.88867887817451,Private-h1,Single,Non-White
49.81112419114054,Private-h1,Married-h1,White-h1
32.788254136920166,Private-h1,Married-h1,White-h1
56.15045338272472,Self-employed,Married-h1,White-h1
32.56865375575449,Private-h1,Married-h1,White-h1
34.564909498987774,Private-h1,Married-h1,White-h1
14.9999319373064,Private-h1,Single,White-h1
31.023350012563355,Private-h1,Married-h1,White-h1
49.959767939601704,government department,Married-h1,Non-White
56.96545100755037,Private-h1,Widowhood,White-h1
25.750657222913205,Private-h1,Single,White-h1
20.272807622367228,Private-h1,Single,White-h1
19.475878438983678,Private-h1,Single,White-h1
27.512446025612824,Self-employed,Married-h1,White-h1
20.62617617425768,government department,Single,White-h1
57.93881122503191,government department,Married-h1,Non-White
37.742439225938135,government department,Married-h1,Non-White
48.632780821043866,Private-h1,Married-h1,White-h1
48.1058711936996,Private-h1,Married-h1,White-h1
49.21139199121961,Private-h1,Married-h1,White-h1
24.36612525829747,Private-h1,Single,White-h1
59.47091431828742,Private-h1,Married-h1,White-h1
49.60452554434333,Private-h1,Single,White-h1
22.041320611779724,Private-h1,Single,White-h1
47.95096005430794,Private-h1,Single,White-h1
32.084655257149905,Private-h1,Married-h1,White-h1
29.002020620186023,government department,Married-h1,White-h1
42.22565879429757,Private-h1,Widowhood,Non-White
38.05727383126584,Private-h1,Single,White-h1
48.98801176463799,Private-h1,Married-h1,White-h1
35.85275418880663,Private-h1,Married-h1,White-h1
34.77918199690636,Private-h1,Single,Non-White
34.94752923807447,Private-h1,Married-h1,White-h1
55.83551823894111,government department,Married-h1,White-h1
49.83747175573283,Private-h1,Married-h1,White-h1
17.83620149985721,Private-h1,Single,White-h1
41.84398334622103,government department,Married-h1,White-h1
22.967144329887365,Private-h1,Single,White-h1
37.78182300389884,government department,Single,White-h1
20.371276999437104,Private-h1,Married-h1,White-h1
28.326281603009907,Private-h1,Single,White-h1
33.3881808138523,Private-h1,Married-h1,Non-White
43.0141455781945,Private-h1,Married-h1,White-h1
25.320042873068303,Private-h1,Single,White-h1
36.30379393708045,Private-h1,Single,Non-White
43.950159801087366,Private-h1,Married-h1,White-h1
34.996405310398096,government department,Married-h1,White-h1
36.24089503711223,government department,Single,Non-White
21.449123221986582,Private-h1,Married-h1,Non-White
23.050820834757932,Private-h1,Single,White-h1
51.07488001360383,Private-h1,Single,White-h1
42.508106571235594,Private-h1,Married-h1,Non-White
38.14384113105758,Private-h1,Single,White-h1
58.53975148299149,government department,Married-h1,White-h1
32.7334870132164,Private-h1,Single,White-h1
37.50459526771653,Private-h1,Married-h1,White-h1
22.101673624128622,Self-employed,Single,White-h1
27.838083257222962,government department,Single,White-h1
56.999132771309014,Private-h1,Married-h1,White-h1
34.970706195733314,Self-employed,Married-h1,White-h1
46.01803951433882,Private-h1,Single,White-h1
26.192558532920273,Private-h1,Married-h1,White-h1
27.359785371785073,government department,Single,White-h1
20.297901956703697,Private-h1,Single,White-h1
59.38176523991441,Self-employed,Married-h1,White-h1
55.346783331305225,government department,Married-h1,Non-White
35.60811417319403,Private-h1,Single,White-h1
32.16269795773981,government department,Married-h1,White-h1
36.0034189029803,Private-h1,Married-h1,White-h1
37.58459327731829,Private-h1,Married-h1,White-h1
15.74268941914789,Private-h1,Single,White-h1
27.23652765345177,Private-h1,Single,White-h1
29.98311616982357,Private-h1,Married-h1,White-h1
53.10763232439208,Self-employed,Married-h1,White-h1
20.73991936531894,Private-h1,Single,White-h1
50.439056243990585,government department,Married-h1,White-h1
28.695243594420134,government department,Single,Non-White
32.98657573868965,Private-h1,Single,White-h1
27.152920686839522,Private-h1,Married-h1,White-h1
41.58362560709539,Self-employed,Married-h1,White-h1
36.16232898266234,Private-h1,Single,White-h1
50.80728144388331,Private-h1,Married-h1,White-h1
41.76957908401894,Private-h1,Single,White-h1
20.501201514770468,Private-h1,Married-h1,White-h1
57.112970026623636,Private-h1,Married-h1,White-h1
28.35628756029457,Private-h1,Single,Non-White
39.95941273658873,Private-h1,Married-h1,White-h1
